id,y
1,78.10986900144799
2,94.30062819336179
3,78.5119537938961
4,77.96017619674572
5,112.44109091613782
8,93.60593157761035
10,112.3538799872277
11,93.97962559915113
12,117.2356006223542
14,94.30969216753586
15,116.13163527494437
16,103.51966470173693
17,95.22509648862021
19,94.28820475511667
20,103.36424471410119
21,95.22509648862021
22,116.72412986204559
23,95.22509648862021
26,94.15381403499924
28,94.25086214651397
29,95.22509648862021
33,95.22509648862021
35,94.24908706009201
41,95.22509648862021
42,94.07370385865553
43,116.76724311256321
45,103.68757232842208
46,103.70863383578357
51,94.06253303840639
53,78.0750552237131
55,113.08939203426101
56,94.1789793889196
57,103.60739749119314
58,94.21131787267572
59,104.12609271860538
63,112.46425508572008
64,94.30969216753586
65,103.87635094666439
69,94.2628590059455
71,94.30969216753586
72,103.65359200938128
73,94.23666362184689
76,103.80499048951852
77,103.34634256655553
78,116.80751567169129
82,94.23666362184689
83,103.87635094666439
84,94.28820475511667
85,103.79412301202778
87,111.9141738738552
88,95.22509648862021
89,112.53020075881277
91,94.07464238965278
93,94.30062819336179
94,103.56834310295771
95,94.23666362184689
96,112.508254595524
97,93.92068962020747
98,112.5605113745565
99,94.1789793889196
101,103.85360023443357
103,112.53020075881277
104,94.07370385865553
105,112.19654172921057
110,94.13920418476836
111,112.46425508572008
113,112.4882652427616
114,93.92068962020747
115,112.73928156137818
117,112.53020075881277
120,94.17000447665853
121,112.4882652427616
122,94.17000447665853
123,112.88583976979457
126,112.54226889720894
132,112.6010174730513
135,103.59544651392396
137,103.84213016837516
138,94.30969216753586
140,94.1789793889196
142,112.88583976979457
144,112.5644948240169
148,93.89524990867304
149,113.55770575245772
155,93.92068962020747
156,112.41914475284905
157,93.92068962020747
162,112.44109091613782
163,94.30969216753586
167,93.9402066470264
172,116.76724311256321
179,112.62296363634007
180,94.21934383555784
181,112.44917560507356
182,94.15381403499924
183,112.53020075881277
185,112.53020075881277
187,112.58452153159801
188,94.23666362184689
189,94.1789793889196
191,94.07370385865553
192,112.90984992683609
193,94.1789793889196
194,112.4882652427616
195,94.14456476512409
196,112.57643684266225
198,93.89343305342189
199,112.53226475256554
201,103.26818310129795
204,94.30969216753586
205,103.9900367947602
206,94.24908706009201
210,94.1789793889196
211,103.85360023443357
216,112.53048052233198
219,117.20659705092562
220,93.95280780223906
221,112.22657258143508
226,112.44917560507356
227,93.89524990867304
228,112.41914475284905
230,112.34734011169542
231,93.92068962020747
235,116.40976661418236
236,94.0779173796221
238,112.41914475284905
242,103.83310275950353
243,94.1789793889196
244,78.32804021293256
245,112.46425508572008
247,112.54436251435973
248,93.8554490689282
249,94.16823757839302
250,112.41914475284905
251,94.0779173796221
253,116.40976661418236
254,93.92068962020747
256,94.1789793889196
257,94.10738644859086
258,112.55421091585428
259,94.1789793889196
262,77.07513767699626
266,93.89524990867304
267,112.48620124900883
272,103.59168727565903
273,112.53020075881277
275,94.16324418345684
276,112.72623523456198
279,94.14475006082517
280,103.87635094666439
283,93.90741095103911
285,112.41914475284905
288,112.53020075881277
289,94.17049962070396
290,103.26818310129795
291,94.30062819336179
292,112.22657258143508
293,112.06924877581598
296,94.16324418345684
297,112.63104832527581
298,116.80751567169129
299,94.23666362184689
304,94.01108583058786
305,91.44447664942966
306,94.1789793889196
307,112.44917560507356
311,111.30702224240747
313,112.44917560507356
314,93.96634298681639
316,94.21131787267572
324,94.24908706009201
327,94.17049962070396
329,94.01108583058786
330,112.56229560479005
337,104.10489521661206
338,94.15381403499924
339,103.44228223922899
340,94.16650985174653
343,94.0539609498735
345,116.85369083049993
346,93.90358140903479
347,112.51021140605037
349,113.68285281879564
350,93.94135059645106
