id,y
1,83.52765655517578
2,99.25228118896484
3,81.441162109375
4,76.3055419921875
5,111.39164733886719
8,90.20830535888672
10,109.53604888916016
11,94.30551147460938
12,115.83509826660156
14,94.24162292480469
15,115.02787780761719
16,103.63380432128906
17,98.67076110839844
19,93.94145965576172
20,105.29569244384766
21,101.82987213134766
22,115.3951187133789
23,98.67076110839844
26,93.52383422851562
28,95.39816284179688
29,98.67076110839844
33,98.67076110839844
35,93.75731658935547
41,96.09586334228516
42,93.17810821533203
43,116.52709197998047
45,102.42932891845703
46,102.72328186035156
51,94.05545806884766
53,77.69409942626953
55,112.80943298339844
56,93.87781524658203
57,103.5772705078125
58,93.83592987060547
59,101.97840881347656
63,111.8310317993164
64,94.22587585449219
65,106.18909454345703
69,93.91465759277344
71,94.41233825683594
72,103.69881439208984
73,94.45471954345703
76,102.57674407958984
77,103.61691284179688
78,115.36023712158203
82,94.44982147216797
83,106.18909454345703
84,93.8070297241211
85,102.53809356689453
87,111.27323150634766
88,96.09586334228516
89,113.29545593261719
91,93.86641693115234
93,94.30693817138672
94,105.66229248046875
95,93.58021545410156
96,110.721435546875
97,93.46650695800781
98,111.58367919921875
99,93.33182525634766
101,103.6527099609375
103,113.29545593261719
104,92.83710479736328
105,111.50359344482422
110,94.10213470458984
111,111.74662780761719
113,111.60340881347656
114,94.03327178955078
115,112.25951385498047
117,113.29545593261719
120,94.29254150390625
121,111.64374542236328
122,94.33932495117188
123,111.57471466064453
126,112.67411804199219
132,112.63050079345703
135,104.24657440185547
137,102.99628448486328
138,93.8801040649414
140,93.81405639648438
142,111.76799011230469
144,112.26128387451172
148,92.35127258300781
149,112.1952133178711
155,93.12619018554688
156,111.7505111694336
157,93.46650695800781
162,113.18736267089844
163,94.47528076171875
167,93.95307159423828
172,116.52709197998047
179,111.6133041381836
180,93.47637939453125
181,111.1489028930664
182,94.01033782958984
183,113.29545593261719
185,113.29545593261719
187,111.61661529541016
188,94.41521453857422
189,94.01360321044922
191,93.62354278564453
192,111.5315170288086
193,93.95573425292969
194,111.19662475585938
195,93.01725769042969
196,112.94120025634766
198,94.29847717285156
199,112.05166625976562
201,104.31285858154297
204,93.7691879272461
205,105.03021240234375
206,94.22721862792969
210,93.60791778564453
211,103.6527099609375
216,111.78851318359375
219,115.98014831542969
220,93.70873260498047
221,110.96693420410156
226,111.1489028930664
227,93.5098648071289
228,111.68141174316406
230,111.96621704101562
231,93.46650695800781
235,115.91410827636719
236,93.18419647216797
238,111.73341369628906
242,103.86848449707031
243,93.93067169189453
244,77.93852996826172
245,109.09910583496094
247,112.11412048339844
248,92.57233428955078
249,93.78022003173828
250,111.71206665039062
251,93.18419647216797
253,115.91410827636719
254,93.93611145019531
256,93.80328369140625
257,91.82360076904297
258,111.69005584716797
259,93.22198486328125
262,78.59455108642578
266,94.3977279663086
267,111.84647369384766
272,102.61842346191406
273,113.29545593261719
275,95.00283813476562
276,114.03489685058594
279,94.50535583496094
280,106.18909454345703
283,93.65924072265625
285,111.36890411376953
288,113.29545593261719
289,95.3614273071289
290,104.4493408203125
291,93.76934051513672
292,110.32794952392578
293,111.21265411376953
296,94.90526580810547
297,111.6151351928711
